Family,Genus,Species,FullSpecies,Present_name,Code_FB,TL_species,TL_genus,TL_family,TL_GOOD,TL_GOOD_level,Size_FishBase,Coeff_a,Coeff_b
Labridae,Oxycheilinus,celebicus,Oxycheilinus celebicus,Oxycheilinus celebicus,5597,-999,3.805,3.477487923,3.805,genus,20,0.0122125,3
Labridae,Oxycheilinus,digramma,Oxycheilinus digramma,Oxycheilinus digramma,5599,-999,3.805,3.477487923,3.805,genus,40,0.0144872,3
Labridae,Oxycheilinus,mentalis,Oxycheilinus mentalis,Oxycheilinus mentalis,12779,-999,3.805,3.477487923,3.805,genus,20,0.06784618,2.317282291
Labridae,Oxycheilinus,orientalis,Oxycheilinus orientalis,Oxycheilinus orientalis,5601,3.8,3.805,3.477487923,3.8,species,15,0.06784618,2.317282291
Labridae,Oxycheilinus,rhodochrous,Oxycheilinus rhodochrous,Oxycheilinus orientalis,5601,3.8,3.805,3.477487923,3.8,species,15,0.06784618,2.317282291
Labridae,Oxycheilinus,sp.,Oxycheilinus sp.,Oxycheilinus,-999,-999,3.805,3.477487923,3.805,genus,35,0.06784618,2.317282291
Labridae,Oxycheilinus,unifasciatus,Oxycheilinus unifasciatus,Oxycheilinus unifasciatus,5605,4.06,3.805,3.477487923,4.06,species,46,0.02517265,3
Labridae,Paracheilinus,filamentosus,Paracheilinus filamentosus,Paracheilinus filamentosus,4844,3.4,3.4,3.477487923,3.4,species,15,0.011849045,3.148753409
Labridae,Paracheilinus,flavianalis,Paracheilinus flavianalis,Paracheilinus flavianalis,59645,-999,3.4,3.477487923,3.4,genus,8.5,0.011849045,3.148753409
Labridae,Paracheilinus,octotaenia,Paracheilinus octotaenia,Paracheilinus octotaenia,4840,3.4,3.4,3.477487923,3.4,species,9,0.011849045,3.148753409
Labridae,Pictilabrus,laticlavius,Pictilabrus laticlavius,Pictilabrus laticlavius,46975,-999,-999,3.477487923,3.477487923,family,30,0.0144872,3
Labridae,Pictilabrus,viridis,Pictilabrus viridis,Pictilabrus viridis,46982,-999,-999,3.477487923,3.477487923,family,16.1575,0.0144872,3
Labridae,Pseudocheilinus,evanidus,Pseudocheilinus evanidus,Pseudocheilinus evanidus,5616,3.5,3.556666667,3.477487923,3.5,species,8,0.00488,3.51
Labridae,Pseudocheilinus,hexataenia,Pseudocheilinus hexataenia,Pseudocheilinus hexataenia,5617,-999,3.556666667,3.477487923,3.556666667,genus,10,0.01674149,3
Labridae,Pseudocheilinus,ocellatus,Pseudocheilinus ocellatus,Pseudocheilinus ocellatus,55234,3.81,3.556666667,3.477487923,3.81,species,10.25,0.010669345,3.177649683
Labridae,Pseudocheilinus,octotaenia,Pseudocheilinus octotaenia,Pseudocheilinus octotaenia,5618,3.36,3.556666667,3.477487923,3.36,species,14,0.00488,3.51
Labridae,Pseudocheilinus,sp.,Pseudocheilinus sp.,Pseudocheilinus,-999,-999,3.556666667,3.477487923,3.556666667,genus,8,0.00488,3.51
Labridae,Pseudocheilinus,tetrataenia,Pseudocheilinus tetrataenia,Pseudocheilinus tetrataenia,5619,-999,3.556666667,3.477487923,3.556666667,genus,7.5,0.00488,3.51
Labridae,Pseudocoris,aurantiofasciata,Pseudocoris aurantiofasciata,Pseudocoris aurantiofasciata,25783,3.4,3.4,3.477487923,3.4,species,20,0.011849045,3.148753409
Labridae,Pseudocoris,heteroptera,Pseudocoris heteroptera,Pseudocoris heteroptera,11620,3.4,3.4,3.477487923,3.4,species,20,0.011849045,3.148753409
Labridae,Pseudocoris,yamashiroi,Pseudocoris yamashiroi,Pseudocoris yamashiroi,5639,3.4,3.4,3.477487923,3.4,species,16,0.011849045,3.148753409
Labridae,Pseudodax,moluccanus,Pseudodax moluccanus,Pseudodax moluccanus,5594,2.82,2.82,3.477487923,2.82,species,30,0.011849045,3.148753409
